BioProject	SRR_ID	sample_alias	group	class	condition	condition_original	condition_raw	srr_description	binary_split	exclude	in_prev_loso	prev_loso_ref	prev_loso_contrast	n_in_orig_condition	is_singleton	has_local_counts	organism	library_layout	annotation_status	annotation_confidence	annotation_basis	annotation_notes	source_url	manuscript_url
PRJNA1185243	SRR31320512	covax6b_s154	1	control	control	wu382_67_d57_lymph_node	WU382-67 day 57 lymph node	covax6b_s154 | scRNA-seq of Homo sapiens: 382-67 d57 lymph node	technical_control_vs_treatment		yes	wu382_65_d57_lymph_node	wu382_67_d57_lymph_node vs wu382_65_d57_lymph_node	2	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1185243	https://www.science.org/doi/10.1126/sciimmunol.adu4107
PRJNA1185243	SRR31320509	covax6b_s157	1	treatment	treatment	wu382_69_d57_lymph_node	WU382-69 day 57 lymph node	covax6b_s157 | scRNA-seq of Homo sapiens: 382-69 d57 lymph node	technical_control_vs_treatment		yes	wu382_65_d57_lymph_node	wu382_67_d57_lymph_node vs wu382_65_d57_lymph_node	2	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1185243	https://www.science.org/doi/10.1126/sciimmunol.adu4107
PRJNA1185243	SRR31320510	covax6b_s156	1	treatment	treatment	wu382_69_d57_lymph_node	WU382-69 day 57 lymph node	covax6b_s156 | scRNA-seq of Homo sapiens: 382-69 d57 lymph node	technical_control_vs_treatment		yes	wu382_65_d57_lymph_node	wu382_67_d57_lymph_node vs wu382_65_d57_lymph_node	2	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1185243	https://www.science.org/doi/10.1126/sciimmunol.adu4107
PRJNA1185243	SRR31320513	covax6b_s153	1	treatment	treatment	wu382_65_d57_lymph_node	WU382-65 day 57 lymph node	covax6b_s153 | scRNA-seq of Homo sapiens: 382-65 d57 lymph node	technical_control_vs_treatment		yes	wu382_65_d57_lymph_node	wu382_67_d57_lymph_node vs wu382_65_d57_lymph_node	1	yes	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1185243	https://www.science.org/doi/10.1126/sciimmunol.adu4107
PRJNA1185243	SRR31320515	covax6a_s141	1	treatment	treatment	wu382_71_d57_lymph_node	WU382-71 day 57 lymph node	covax6a_s141 | scRNA-seq of Homo sapiens: 382-71 d57 lymph node	technical_control_vs_treatment		yes	wu382_65_d57_lymph_node	wu382_67_d57_lymph_node vs wu382_65_d57_lymph_node	1	yes	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1185243	https://www.science.org/doi/10.1126/sciimmunol.adu4107
PRJNA321028	SRR15408700	ACI-181	1	control	control	stage_i_endometrial_cancer	Stage I Endometrial Cancer	ACI-181 | RNA-Seq of H. sapiens: adult female Stage I Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408701	ACI-181	1	control	control	stage_i_endometrial_cancer	Stage I Endometrial Cancer	ACI-181 | RNA-Seq of H. sapiens: adult female Stage I Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408708	ACI-181	1	control	control	stage_i_endometrial_cancer	Stage I Endometrial Cancer	ACI-181 | RNA-Seq of H. sapiens: adult female Stage I Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408709	ACI-181	1	control	control	stage_i_endometrial_cancer	Stage I Endometrial Cancer	ACI-181 | RNA-Seq of H. sapiens: adult female Stage I Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408694	ACI-52	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	ACI-52 | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408695	ACI-52	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	ACI-52 | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408696	Ishikawa Cell Line	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	Ishikawa Cell Line | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer | Well differentiated endometrial adenocarcinoma cell line from a 39 year old woman. Estrogen and progesterone receptor...	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408697	Ishikawa Cell Line	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	Ishikawa Cell Line | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer | Well differentiated endometrial adenocarcinoma cell line from a 39 year old woman. Estrogen and progesterone receptor...	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408698	Ishikawa Cell Line	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	Ishikawa Cell Line | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer | Well differentiated endometrial adenocarcinoma cell line from a 39 year old woman. Estrogen and progesterone receptor...	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408699	Ishikawa Cell Line	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	Ishikawa Cell Line | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer | Well differentiated endometrial adenocarcinoma cell line from a 39 year old woman. Estrogen and progesterone receptor...	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408702	ACI-80	1	treatment	treatment	stage_iii_endometrial_cancer	Stage III Endometrial Cancer	ACI-80 | RNA-Seq of H. sapiens: adult female Stage III Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408703	ACI-80	1	treatment	treatment	stage_iii_endometrial_cancer	Stage III Endometrial Cancer	ACI-80 | RNA-Seq of H. sapiens: adult female Stage III Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408704	ACI-80	1	treatment	treatment	stage_iii_endometrial_cancer	Stage III Endometrial Cancer	ACI-80 | RNA-Seq of H. sapiens: adult female Stage III Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408705	ACI-52	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	ACI-52 | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408706	ACI-52	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	ACI-52 | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321028	SRR15408707	ACI-52	1	treatment	treatment	stage_ii_endometrial_cancer	Stage II Endometrial Cancer	ACI-52 | RNA-Seq of H. sapiens: adult female Stage II Endometrial Cancer	technical_control_vs_treatment		yes	stage_i_endometrial_cancer	stage_ii_endometrial_cancer vs stage_i_endometrial_cancer	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321028	
PRJNA321087	SRR3532666	P1S2G_RNA	1	control	control	gland	gland	P1S2G_RNA	technical_control_vs_treatment		yes	cancer	epithelium vs cancer	2	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321087	
PRJNA321087	SRR3532761	P1S4E_RNA	1	control	control	epithelium	epithelium	P1S4E_RNA	technical_control_vs_treatment		yes	cancer	epithelium vs cancer	5	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA321087	
